,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,1.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,2.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,3.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,4.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,5.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,6.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,7.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,8.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,9.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
,LEGACY,ImpInvoice,30 Net,2020/12/14,2020/12/14,,,,,,,,,,,,,100000096,1110000091,,100000096,1110000093,,,LINE,1000 line invoice,USD,User,2020/12/14,1.0,10000.0,1.0,,100.0,,LEGACY,HR20200722HD063906,10.0,1.0,,,,,,,,,,,,,,,,,,,,,Ea,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTX_US_BU,END
