5000,VTX_US_BU,Exclude,DM101023_Exclude,10000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Zero 1 line NY invoice - no charged tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
10000,VTX_US_BU,External,DM101023_External,10000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Zero 1 line NY invoice - no charged tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
15000,VTX_US_BU,Ignore,DM101023_Ignore,10000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Zero 1 line NY invoice - no charged tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
20000,VTX_US_BU,External,DM101023_EC775A,212,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Match 2 line PA invoice - with charged tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
21000,VTX_US_BU,External,DM101023_EC775B,318,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Match 2 line PA invoice - with charged tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
30000,VTX_US_BU,External,DM101023_EC838A,222,2023/10/10,Canada Supplier,10043,CAN_MB,USD,USD,Canada case sensitive ship-tos,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,Y,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
31000,VTX_US_BU,External,DM101023_EC1048A,222,2023/10/10,Canada Supplier,10043,CAN_MB,USD,USD,Canada with abbreviated Province ship-to,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,Y,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
40000,VTX_US_BU,External,DM101023_EC1029A,2.0181212081807E13,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Line Amt 14 digit amount,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
41000,VTX_US_BU,External,DM101023_EC1029B,1000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Assessable Value with 14 digit amount,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
42000,VTX_US_BU,External,DM101023_EC1029C,2.0181212081807E13,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Line Amt and Qty with 14 digit amount,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
43000,VTX_US_BU,External,DM101023_EC1029D,2.0181212081907E13,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Ctrl tax Header 14 digit amount,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,2.0181212081807E13,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
50001,VTX_US_BU,External,DM101023_TAXINCL_C01,1000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,NY - 1 Line Tax Inclusive,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
50002,VTX_US_BU,External,DM101023_TAXINCL_C02,1000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,NY - Multi line tax inclusive,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
50003,VTX_US_BU,External,DM101023_TAXINCL_C03,1000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,PA - 1 Line Tax Inclusive,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
50004,VTX_US_BU,External,DM101023_TAXINCL_C04,1000,2023/10/10,Curry No Tax,10026,ExtonPA,USD,USD,Multi line multi ship tax inclusive,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
60000,VTX_US_BU,External,NOTAX_BLK_DM101023,101,2023/10/10,MCC Test Supplier,10017,ExtonPA,USD,USD,PA - 1 Line No tax with do not show no tax,DM101023000A,STANDARD,RI IFF Farms Ltd.,,,,,Immediate,2023/10/10,,,2023/10/10,CHECK,Standard,N,,,,,,,,,,3211-00-21010-000-0000-0000,#NULL,,,,,#NULL,#NULL,,,,1,#NULL,,,#NULL,#NULL,,,,#NULL,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END
